epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
17,,2609,1.386691927909851,,
,0.001,2619,,,
18,,2619,,1.2581491470336914,
,0.001,2629,,,
18,,2629,,1.3903775215148926,
,0.001,2639,,,
18,,2639,,1.4184238910675049,
,0.001,2649,,,
18,,2649,,1.4464197158813477,
,0.001,2659,,,
18,,2659,,1.2998298406600952,
,0.001,2669,,,
18,,2669,,1.2120589017868042,
,0.001,2679,,,
18,,2679,,1.366502046585083,
,0.001,2689,,,
18,,2689,,1.5593087673187256,
,0.001,2699,,,
18,,2699,,1.4064075946807861,
,0.001,2709,,,
18,,2709,,1.2262542247772217,
,0.001,2719,,,
18,,2719,,1.161271572113037,
,0.001,2729,,,
18,,2729,,1.3777391910552979,
,0.001,2739,,,
18,,2739,,1.2843506336212158,
,0.001,2749,,,
18,,2749,,1.4689061641693115,
18,,2754,,,1.7340022325515747
18,,2754,1.3269118070602417,,
,0.001,2759,,,
19,,2759,,1.2783559560775757,
,0.001,2769,,,
19,,2769,,1.3721102476119995,
,0.001,2779,,,
19,,2779,,1.009407877922058,
,0.001,2789,,,
19,,2789,,1.2647747993469238,
,0.001,2799,,,
19,,2799,,1.1207895278930664,
,0.001,2809,,,
19,,2809,,1.2817578315734863,
,0.001,2819,,,
19,,2819,,1.431206226348877,
,0.001,2829,,,
19,,2829,,1.3849091529846191,
,0.001,2839,,,
19,,2839,,1.3106728792190552,
,0.001,2849,,,
19,,2849,,1.2950366735458374,
,0.001,2859,,,
19,,2859,,1.2124217748641968,
,0.001,2869,,,
19,,2869,,1.3621853590011597,
,0.001,2879,,,
19,,2879,,1.3485915660858154,
,0.001,2889,,,
19,,2889,,1.2246284484863281,
,0.001,2899,,,
19,,2899,,0.5739624500274658,
19,,2899,,,1.5838913917541504
19,,2899,1.2503118515014648,,
,0.001,2909,,,
20,,2909,,1.1915321350097656,
,0.001,2919,,,
20,,2919,,1.3982813358306885,
,0.001,2929,,,
20,,2929,,1.298897624015808,
,0.001,2939,,,
20,,2939,,1.0872771739959717,
,0.001,2949,,,
20,,2949,,1.145472526550293,
,0.001,2959,,,
20,,2959,,1.3937900066375732,
,0.001,2969,,,
20,,2969,,1.1804149150848389,
,0.001,2979,,,
20,,2979,,1.3335812091827393,
,0.001,2989,,,
20,,2989,,1.3278515338897705,
,0.001,2999,,,
20,,2999,,1.1900341510772705,
,0.001,3009,,,
20,,3009,,1.1881067752838135,
,0.001,3019,,,
20,,3019,,1.2031283378601074,
,0.001,3029,,,
20,,3029,,1.2501245737075806,
,0.001,3039,,,
20,,3039,,1.244627594947815,
20,,3044,,,1.5640501976013184
20,,3044,1.2171974182128906,,
,0.001,3049,,,
21,,3049,,1.2846527099609375,
,0.001,3059,,,
21,,3059,,0.8837910890579224,
,0.001,3069,,,
21,,3069,,0.9816247224807739,
,0.001,3079,,,
21,,3079,,1.1432607173919678,
,0.001,3089,,,
21,,3089,,1.102062463760376,
,0.001,3099,,,
21,,3099,,1.0019893646240234,
